ctr-runtime,node,name,filename,ioengine,readwrite,direct,ramp_time,runtime,time_based,size,bs,numjobs,iodepth,op,BW,IOPS,BW (MB/s)
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,32k,1,8,write,78.5MiB/s,2510,80.384
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,32k,2,8,write,73.9MiB/s,2363,75.67360000000001
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,32k,4,8,write,90.0MiB/s,2911,92.16
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,4k,1,8,write,12.0MiB/s,3324,12.288
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,4k,2,8,write,12.0MiB/s,3319,12.288
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,4k,4,8,write,13.0MiB/s,3337,13.312000000000001
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,64k,1,8,write,9498KiB/s,148,9.498
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,64k,2,8,write,120MiB/s,1927,122.88
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,64k,4,8,write,122MiB/s,1944,124.928
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,8k,1,8,write,17.6MiB/s,2249,18.0224
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,8k,2,8,write,23.5MiB/s,3003,24.064
kata-qemu,Standard_D8s_v4,test,test,libaio,randrw,1,30,30,1,4g,8k,4,8,write,20.6MiB/s,2641,21.0944
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,1,write,159MiB/s,1275,162.816
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,1,write,165MiB/s,1322,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,1,write,167MiB/s,1333,171.008
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,1,write,54.5MiB/s,3489,55.808
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,1,write,54.6MiB/s,3492,55.9104
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,1,write,54.8MiB/s,3505,56.1152
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,1,write,1437KiB/s,1437,1.437
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,1,write,1447KiB/s,1446,1.447
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,1,write,1449KiB/s,1448,1.449
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,1,write,166MiB/s,662,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,1,write,163MiB/s,650,166.912
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,1,write,167MiB/s,666,171.008
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,1,write,3591KiB/s,1795,3.591
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,1,write,3570KiB/s,1784,3.5700000000000003
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,1,write,3616KiB/s,1807,3.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,1,write,108MiB/s,3466,110.592
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,1,write,109MiB/s,3485,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,1,write,109MiB/s,3498,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,1,write,13.7MiB/s,3497,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,1,write,13.6MiB/s,3485,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,1,write,13.6MiB/s,3479,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,1,write,166MiB/s,2651,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,1,write,155MiB/s,2487,158.72
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,1,write,165MiB/s,2636,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,1,write,27.2MiB/s,3475,27.8528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,1,write,27.2MiB/s,3481,27.8528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,1,write,27.3MiB/s,3492,27.9552
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,128,write,164MiB/s,1309,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,128,write,166MiB/s,1317,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,128,write,169MiB/s,1333,173.056
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,128,write,54.2MiB/s,3463,55.500800000000005
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,128,write,54.6MiB/s,3486,55.9104
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,128,write,54.6MiB/s,3476,55.9104
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,128,write,1573KiB/s,1568,1.573
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,128,write,1575KiB/s,1566,1.575
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,128,write,1591KiB/s,1574,1.591
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,128,write,159MiB/s,630,162.816
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,128,write,156MiB/s,615,159.744
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,128,write,160MiB/s,621,163.84
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,128,write,4116KiB/s,2053,4.116
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,128,write,4132KiB/s,2057,4.132
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,128,write,4185KiB/s,2075,4.1850000000000005
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,128,write,52.2MiB/s,1665,53.4528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,128,write,108MiB/s,3438,110.592
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,128,write,110MiB/s,3491,112.64
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,128,write,13.6MiB/s,3473,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,128,write,13.7MiB/s,3507,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,128,write,13.7MiB/s,3482,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,128,write,167MiB/s,2660,171.008
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,128,write,164MiB/s,2616,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,128,write,166MiB/s,2632,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,128,write,27.3MiB/s,3493,27.9552
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,128,write,27.2MiB/s,3477,27.8528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,128,write,27.6MiB/s,3510,28.262400000000003
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,16,write,159MiB/s,1272,162.816
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,16,write,165MiB/s,1320,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,16,write,166MiB/s,1323,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,16,write,54.6MiB/s,3494,55.9104
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,16,write,54.6MiB/s,3495,55.9104
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,16,write,54.4MiB/s,3481,55.7056
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,16,write,1564KiB/s,1563,1.564
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,16,write,1568KiB/s,1566,1.568
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,16,write,1574KiB/s,1571,1.574
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,16,write,162MiB/s,648,165.888
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,16,write,163MiB/s,649,166.912
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,16,write,160MiB/s,637,163.84
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,16,write,4099KiB/s,2049,4.099
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,16,write,4141KiB/s,2069,4.141
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,16,write,4134KiB/s,2064,4.134
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,16,write,109MiB/s,3484,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,16,write,108MiB/s,3463,110.592
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,16,write,109MiB/s,3496,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,16,write,13.7MiB/s,3511,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,16,write,13.6MiB/s,3477,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,16,write,13.6MiB/s,3483,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,16,write,165MiB/s,2647,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,16,write,164MiB/s,2627,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,16,write,165MiB/s,2635,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,16,write,27.2MiB/s,3479,27.8528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,16,write,27.2MiB/s,3484,27.8528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,16,write,27.2MiB/s,3484,27.8528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,2,write,160MiB/s,1283,163.84
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,2,write,166MiB/s,1326,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,2,write,166MiB/s,1326,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,2,write,54.1MiB/s,3464,55.3984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,2,write,2997KiB/s,187,2.997
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,2,write,3453KiB/s,215,3.4530000000000003
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,2,write,1445KiB/s,1444,1.445
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,2,write,1451KiB/s,1450,1.451
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,2,write,1450KiB/s,1449,1.45
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,2,write,156MiB/s,623,159.744
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,2,write,162MiB/s,647,165.888
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,2,write,156MiB/s,624,159.744
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,2,write,4135KiB/s,2067,4.135
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,2,write,4118KiB/s,2058,4.118
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,2,write,4140KiB/s,2070,4.14
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,2,write,14.7MiB/s,469,15.0528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,2,write,109MiB/s,3495,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,2,write,94.4MiB/s,3021,96.66560000000001
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,2,write,13.7MiB/s,3510,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,2,write,13.6MiB/s,3473,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,2,write,13.7MiB/s,3500,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,2,write,164MiB/s,2625,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,2,write,166MiB/s,2656,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,2,write,165MiB/s,2633,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,2,write,27.3MiB/s,3491,27.9552
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,2,write,27.3MiB/s,3492,27.9552
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,2,write,27.4MiB/s,3506,28.0576
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,256,write,164MiB/s,1306,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,256,write,165MiB/s,1306,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,256,write,169MiB/s,1314,173.056
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,256,write,54.8MiB/s,3496,56.1152
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,256,write,54.2MiB/s,3454,55.500800000000005
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,256,write,55.2MiB/s,3498,56.524800000000006
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,256,write,1581KiB/s,1572,1.581
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,256,write,1582KiB/s,1564,1.582
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,256,write,1598KiB/s,1564,1.598
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,256,write,163MiB/s,643,166.912
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,256,write,158MiB/s,614,161.792
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,256,write,160MiB/s,605,163.84
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,256,write,4148KiB/s,2065,4.148
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,256,write,4167KiB/s,2066,4.167
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,256,write,4206KiB/s,2069,4.206
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,256,write,109MiB/s,3476,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,256,write,109MiB/s,3462,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,256,write,110MiB/s,3496,112.64
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,256,write,13.7MiB/s,3488,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,256,write,13.7MiB/s,3498,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,256,write,13.8MiB/s,3491,14.131200000000002
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,256,write,167MiB/s,2666,171.008
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,256,write,165MiB/s,2618,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,256,write,167MiB/s,2643,171.008
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,256,write,27.5MiB/s,3509,28.16
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,256,write,27.5MiB/s,3499,28.16
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,256,write,27.3MiB/s,3455,27.9552
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,32,write,162MiB/s,1297,165.888
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,32,write,164MiB/s,1313,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,32,write,165MiB/s,1313,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,32,write,54.5MiB/s,3485,55.808
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,32,write,7554KiB/s,471,7.554
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,32,write,6660KiB/s,415,6.66
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,32,write,1570KiB/s,1568,1.57
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,32,write,1565KiB/s,1562,1.565
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,32,write,1577KiB/s,1572,1.577
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,32,write,163MiB/s,649,166.912
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,32,write,157MiB/s,627,160.768
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,32,write,162MiB/s,644,165.888
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,32,write,4124KiB/s,2061,4.124
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,32,write,4145KiB/s,2070,4.1450000000000005
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,32,write,4156KiB/s,2073,4.156
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,32,write,7539KiB/s,235,7.539000000000001
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,32,write,109MiB/s,3493,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,32,write,109MiB/s,3472,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,32,write,13.6MiB/s,3484,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,32,write,13.6MiB/s,3481,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,32,write,13.7MiB/s,3511,14.0288
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,32,write,166MiB/s,2657,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,32,write,165MiB/s,2631,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,32,write,165MiB/s,2634,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,32,write,27.1MiB/s,3470,27.750400000000003
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,32,write,27.4MiB/s,3500,28.0576
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,32,write,27.3MiB/s,3494,27.9552
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,4,write,161MiB/s,1290,164.864
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,4,write,164MiB/s,1309,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,4,write,165MiB/s,1320,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,4,write,54.6MiB/s,3491,55.9104
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,4,write,54.6MiB/s,3496,55.9104
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,4,write,54.2MiB/s,3466,55.500800000000005
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,4,write,1567KiB/s,1566,1.567
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,4,write,1559KiB/s,1558,1.559
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,4,write,1573KiB/s,1572,1.573
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,4,write,158MiB/s,631,161.792
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,4,write,158MiB/s,631,161.792
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,4,write,164MiB/s,655,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,4,write,4121KiB/s,2060,4.121
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,4,write,4130KiB/s,2065,4.13
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,4,write,4143KiB/s,2070,4.143
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,4,write,109MiB/s,3477,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,4,write,108MiB/s,3444,110.592
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,4,write,109MiB/s,3479,111.616
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,4,write,13.5MiB/s,3461,13.824
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,4,write,13.6MiB/s,3474,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,4,write,13.6MiB/s,3475,13.9264
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,4,write,166MiB/s,2660,169.984
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,4,write,164MiB/s,2627,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,4,write,165MiB/s,2633,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,4,write,27.3MiB/s,3491,27.9552
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,4,write,27.3MiB/s,3491,27.9552
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,4,write,27.2MiB/s,3487,27.8528
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,64,write,165MiB/s,1321,168.96
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,64,write,164MiB/s,1305,167.936
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,64,write,167MiB/s,1327,171.008
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,64,write,54.3MiB/s,3473,55.6032
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,64,write,54.3MiB/s,3471,55.6032
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,64,write,54.7MiB/s,3490,56.012800000000006
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,64,write,1563KiB/s,1560,1.563
kata-qemu,Standard_D8s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,64,write,1563KiB/s,1558,1.563
