ctr-runtime,node,name,filename,ioengine,readwrite,direct,ramp_time,runtime,time_based,size,bs,numjobs,iodepth,op,BW,IOPS,BW (MB/s)
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,1,write,1457KiB/s,1456,1.457
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,1,write,167MiB/s,669,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,1,write,167MiB/s,668,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,1,write,168MiB/s,670,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,1,write,3616KiB/s,1807,3.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,1,write,3604KiB/s,1802,3.604
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,1,write,3612KiB/s,1805,3.612
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,1,write,109MiB/s,3493,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,1,write,109MiB/s,3481,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,1,write,110MiB/s,3504,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,1,write,13.5MiB/s,3461,13.824
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,1,write,13.5MiB/s,3449,13.824
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,1,write,13.6MiB/s,3486,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,1,write,167MiB/s,2676,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,1,write,167MiB/s,2673,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,1,write,168MiB/s,2686,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,1,write,27.2MiB/s,3486,27.8528
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,1,write,27.3MiB/s,3496,27.9552
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,1,write,27.3MiB/s,3493,27.9552
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,128,write,168MiB/s,1341,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,128,write,168MiB/s,1338,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,128,write,170MiB/s,1342,174.08
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,128,write,54.9MiB/s,3510,56.2176
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,128,write,54.7MiB/s,3490,56.012800000000006
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,128,write,54.8MiB/s,3488,56.1152
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,128,write,1582KiB/s,1578,1.582
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,128,write,1571KiB/s,1562,1.571
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,128,write,1589KiB/s,1571,1.589
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,128,write,138MiB/s,546,141.312
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,128,write,138MiB/s,545,141.312
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,128,write,140MiB/s,544,143.36
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,128,write,4132KiB/s,2061,4.132
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,128,write,4137KiB/s,2060,4.1370000000000005
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,128,write,4188KiB/s,2077,4.188
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,128,write,110MiB/s,3516,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,128,write,110MiB/s,3506,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,128,write,111MiB/s,3519,113.664
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,128,write,13.6MiB/s,3488,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,128,write,13.6MiB/s,3481,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,128,write,13.8MiB/s,3504,14.131200000000002
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,128,write,168MiB/s,2676,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,128,write,168MiB/s,2680,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,128,write,168MiB/s,2674,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,128,write,27.5MiB/s,3510,28.16
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,128,write,27.4MiB/s,3504,28.0576
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,128,write,27.4MiB/s,3496,28.0576
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,16,write,166MiB/s,1325,169.984
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,16,write,168MiB/s,1340,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,16,write,167MiB/s,1335,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,16,write,54.8MiB/s,3504,56.1152
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,16,write,54.6MiB/s,3495,55.9104
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,16,write,54.2MiB/s,3468,55.500800000000005
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,16,write,1565KiB/s,1564,1.565
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,16,write,1582KiB/s,1580,1.582
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,16,write,1575KiB/s,1572,1.575
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,16,write,136MiB/s,545,139.264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,16,write,140MiB/s,560,143.36
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,16,write,135MiB/s,537,138.24
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,16,write,4108KiB/s,2053,4.108
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,16,write,4144KiB/s,2071,4.144
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,16,write,4148KiB/s,2071,4.148
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,16,write,109MiB/s,3498,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,16,write,108MiB/s,3469,110.592
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,16,write,110MiB/s,3507,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,16,write,13.6MiB/s,3492,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,16,write,13.7MiB/s,3504,14.0288
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,16,write,13.7MiB/s,3514,14.0288
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,16,write,167MiB/s,2676,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,16,write,168MiB/s,2679,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,16,write,168MiB/s,2678,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,16,write,27.4MiB/s,3501,28.0576
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,16,write,27.3MiB/s,3497,27.9552
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,16,write,27.4MiB/s,3510,28.0576
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,2,write,163MiB/s,1301,166.912
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,2,write,167MiB/s,1338,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,2,write,168MiB/s,1346,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,2,write,54.0MiB/s,3519,55.296
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,2,write,54.6MiB/s,3496,55.9104
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,2,write,54.5MiB/s,3488,55.808
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,2,write,1445KiB/s,1445,1.445
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,2,write,1454KiB/s,1454,1.454
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,2,write,1447KiB/s,1447,1.447
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,2,write,168MiB/s,673,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,2,write,130MiB/s,521,133.12
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,2,write,135MiB/s,539,138.24
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,2,write,4135KiB/s,2067,4.135
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,2,write,4139KiB/s,2069,4.139
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,2,write,4162KiB/s,2080,4.162
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,2,write,110MiB/s,3506,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,2,write,110MiB/s,3514,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,2,write,109MiB/s,3493,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,2,write,13.6MiB/s,3490,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,2,write,13.7MiB/s,3496,14.0288
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,2,write,13.5MiB/s,3452,13.824
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,2,write,167MiB/s,2674,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,2,write,168MiB/s,2689,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,2,write,166MiB/s,2648,169.984
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,2,write,27.5MiB/s,3514,28.16
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,2,write,27.2MiB/s,3487,27.8528
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,2,write,27.4MiB/s,3506,28.0576
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,256,write,168MiB/s,1335,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,256,write,168MiB/s,1329,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,256,write,171MiB/s,1332,175.104
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,256,write,54.8MiB/s,3498,56.1152
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,256,write,54.7MiB/s,3486,56.012800000000006
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,256,write,54.0MiB/s,3485,55.296
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,256,write,1580KiB/s,1571,1.58
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,256,write,1591KiB/s,1573,1.591
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,256,write,1600KiB/s,1565,1.6
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,256,write,164MiB/s,647,167.936
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,256,write,164MiB/s,639,167.936
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,256,write,172MiB/s,653,176.12800000000001
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,256,write,4139KiB/s,2061,4.139
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,256,write,4177KiB/s,2071,4.1770000000000005
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,256,write,4241KiB/s,2086,4.241
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,256,write,109MiB/s,3488,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,256,write,110MiB/s,3495,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,256,write,110MiB/s,3490,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,256,write,13.7MiB/s,3508,14.0288
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,256,write,13.8MiB/s,3503,14.131200000000002
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,256,write,13.8MiB/s,3500,14.131200000000002
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,256,write,168MiB/s,2677,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,256,write,168MiB/s,2676,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,256,write,142MiB/s,2244,145.40800000000002
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,256,write,27.4MiB/s,3495,28.0576
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,256,write,27.6MiB/s,3521,28.262400000000003
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,256,write,27.6MiB/s,3499,28.262400000000003
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,32,write,16.2MiB/s,129,16.5888
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,32,write,168MiB/s,1345,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,32,write,168MiB/s,1337,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,32,write,54.7MiB/s,3499,56.012800000000006
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,32,write,54.4MiB/s,3481,55.7056
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,32,write,54.6MiB/s,3490,55.9104
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,32,write,1574KiB/s,1572,1.574
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,32,write,1578KiB/s,1575,1.578
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,32,write,1580KiB/s,1575,1.58
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,32,write,165MiB/s,657,168.96
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,32,write,145MiB/s,578,148.48
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,32,write,140MiB/s,555,143.36
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,32,write,4148KiB/s,2072,4.148
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,32,write,4151KiB/s,2073,4.151
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,32,write,4128KiB/s,2059,4.128
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,32,write,109MiB/s,3500,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,32,write,110MiB/s,3510,112.64
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,32,write,109MiB/s,3488,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,32,write,13.6MiB/s,3485,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,32,write,13.7MiB/s,3512,14.0288
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,32,write,13.6MiB/s,3487,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,32,write,167MiB/s,2673,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,32,write,168MiB/s,2680,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,32,write,118MiB/s,1876,120.83200000000001
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,32,write,27.5MiB/s,3512,28.16
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,32,write,27.5MiB/s,3514,28.16
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,32,write,27.2MiB/s,3473,27.8528
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,4,write,168MiB/s,1347,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,4,write,167MiB/s,1335,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,4,write,167MiB/s,1337,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,4,write,54.6MiB/s,3493,55.9104
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,4,write,54.8MiB/s,3504,56.1152
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,4,write,54.4MiB/s,3481,55.7056
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,4,write,1567KiB/s,1567,1.567
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,4,write,1581KiB/s,1580,1.581
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,4,write,1574KiB/s,1573,1.574
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,4,write,140MiB/s,559,143.36
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,4,write,157MiB/s,629,160.768
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,4,write,160MiB/s,640,163.84
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,4,write,4127KiB/s,2063,4.127
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,4,write,4142KiB/s,2070,4.142
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,4,write,4153KiB/s,2075,4.1530000000000005
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,4,write,109MiB/s,3491,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,4,write,109MiB/s,3493,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,4,write,109MiB/s,3489,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,4,write,13.6MiB/s,3490,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,4,write,13.5MiB/s,3465,13.824
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,4,write,13.6MiB/s,3475,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,4,write,168MiB/s,2688,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,4,write,167MiB/s,2679,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,4,write,166MiB/s,2662,169.984
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,4,write,27.5MiB/s,3520,28.16
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,4,write,27.3MiB/s,3494,27.9552
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,4,write,27.3MiB/s,3492,27.9552
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,64,write,167MiB/s,1331,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,2,64,write,167MiB/s,1329,171.008
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,4,64,write,169MiB/s,1345,173.056
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,1,64,write,54.6MiB/s,3495,55.9104
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,2,64,write,54.5MiB/s,3482,55.808
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,16k,4,64,write,54.6MiB/s,3484,55.9104
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,1,64,write,1577KiB/s,1574,1.577
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,2,64,write,1577KiB/s,1572,1.577
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,1k,4,64,write,1578KiB/s,1569,1.578
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,1,64,write,162MiB/s,646,165.888
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,2,64,write,169MiB/s,670,173.056
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,256k,4,64,write,156MiB/s,614,159.744
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,1,64,write,4118KiB/s,2056,4.118
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,2,64,write,4145KiB/s,2068,4.1450000000000005
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,2k,4,64,write,4179KiB/s,2081,4.179
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,1,64,write,109MiB/s,3479,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,2,64,write,108MiB/s,3466,110.592
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,32k,4,64,write,109MiB/s,3482,111.616
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,1,64,write,13.6MiB/s,3488,13.9264
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,2,64,write,13.7MiB/s,3504,14.0288
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,4k,4,64,write,13.7MiB/s,3491,14.0288
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,1,64,write,166MiB/s,2655,169.984
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,2,64,write,168MiB/s,2684,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,64k,4,64,write,168MiB/s,2684,172.032
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,1,64,write,27.3MiB/s,3498,27.9552
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,2,64,write,27.3MiB/s,3495,27.9552
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,8k,4,64,write,27.5MiB/s,3516,28.16
kata-qemu,Standard_D4s_v4,test,test,libaio,randwrite,1,30,30,1,4g,128k,1,8,write,164MiB/s,1314,167.936
